variableMetadata	W616f	W617f	W620f	W621f	W622f	W623f	W625m	W627m	W628m	W629m	W630m	W631m	W632f	W633f	W634m	L818f	L819f	L824m	L825m	L826m	L827m	L836f	L841f	L848m	L849m	L854f	L859m	L862f
M304.0314T10.37	15.26634368	15.25605643	15.62702339	11.39477296	14.62019863	14.24405829	16.06324233	15.45401938	12.94962028	12.39568996	12.68407993	14.23663014	14.06264573	14.84160611	13.79572718	15.612859	15.67680666	14.85344358	14.31600074	15.48092649	14.34559236	13.77881123	15.8992075	14.69609165	14.80744096	15.36429302	15.59929106	13.60663654
M282.5584T9.06	15.82602208	14.8206058	15.41957675	16.10601733	16.00229048	15.90225663	15.80209045	16.55044168	13.34282333	15.30282596	15.99789042	12.93769455	14.45156015	15.50834663	15.2012636	15.60608707	16.10360746	16.77003407	15.4925486	15.45907679	15.67210651	15.09595202	15.8273097	16.20797881	16.00127316	15.27162935	15.6223656	16.63768762
M226.0345T9.52	14.58589793	14.76247599	14.84489992	14.42860618	14.74861794	15.37175725	14.65065575	14.78914898	14.70746159	15.74301224	14.9200625	14.74952694	15.83220815	15.77424965	15.02341477	13.94793366	14.8504203	14.35135199	15.30754522	14.46160414	13.74294516	15.2133226	15.14168807	14.93431147	14.42914582	15.09919615	14.23566574	14.75392392
M362.2368T1.28	18.32582104	17.80450478	18.34807759	19.17671858	19.69695225	19.08525174	18.89899308	18.81944441	17.77410497	18.07291242	18.19146844	18.60820789	17.5236278	16.98884443	17.8256613	17.07012409	18.49420518	17.76300418	17.28306212	17.16571963	17.24418635	18.66351606	18.40986739	17.38950783	18.14566452	17.74516352	18.08476895	18.8401992
M157T8.1_Allantoin	22.89862713	22.27574871	23.40028875	22.13521079	22.31210369	22.41750674	23.02814728	23.13531994	22.81290446	23.38465272	23.21120851	22.52254884	22.81458785	22.63821229	22.97956063	22.06128162	22.97230085	23.83590713	23.6850199	23.1197141	22.88975371	22.95789894	23.31207292	23.49033898	23.09840196	23.16462401	22.9477888	22.66808241
M500.2975T1.43	17.5414695	18.36628464	16.68371701	16.83126147	17.75315079	18.27237692	16.37364481	17.84485775	13.92122171	16.65891296	17.10686654	17.97425661	17.21527988	17.2627959	14.63487683	17.74241997	17.27739275	16.57052993	16.95100462	19.55811256	16.59438118	20.23986769	18.245808	18.81405042	17.35987479	17.66853601	16.9913314	16.16566723
M162.023T4.12	18.11670058	18.05044861	17.41974547	18.54661859	18.43060758	18.21692357	18.28686086	19.26437649	17.67447048	15.4786689	17.27260652	17.68085853	19.11675397	19.09367625	15.9823861	17.25569412	17.89136242	17.25540727	13.09857175	17.26240484	17.44761285	18.06157361	18.08217374	16.6918147	17.1358883	17.90771394	16.02174935	18.37310627
M115.9845T12.9	13.53494478	13.4111286	15.2662722	13.56220295	14.21230854	13.95835543	13.68840579	15.15922197	13.58342604	13.77316899	12.32157877	11.99198482	14.47136901	12.9148056	13.89323436	13.57803159	14.17312183	14.89914653	10.16608667	12.68720562	12.8604815	13.81484685	12.51467158	13.19444848	10.8787702	14.67311022	10.95349929	13.33507635
M448.1481T5.33	19.77438959	20.66279874	20.51120733	19.82259324	19.99655486	20.67438712	20.03755634	20.61206847	20.95617406	21.54682006	20.5491266	20.81531606	20.62470177	20.51816232	21.4707388	19.96354665	20.85212104	20.60980998	21.47132097	20.69541862	20.74580232	20.95659736	21.02080907	21.65411285	20.78767224	21.1455634	20.95209139	20.8916569
M112.0404T4.22	21.50229252	19.62059879	19.09100525	23.37533931	22.23916025	21.86479893	21.40895241	21.57344148	19.64481104	20.48676411	22.3222117	18.75202585	18.55060963	19.04166595	19.44190479	19.2223399	19.27722429	20.74653454	0	15.18739338	15.99504869	21.56194875	19.88827672	17.60579722	20.7312426	18.90708122	21.31803206	21.04268894
M187.0072T1.53	19.31258431	20.86790838	21.55712149	17.49685456	19.76379331	21.00660139	18.6217364	19.99491274	18.11541609	19.55851096	20.62203483	20.27274026	19.19543733	19.90543916	17.24313306	20.45597632	19.18593186	21.11497441	21.51846347	20.87114797	20.95467343	17.71100615	20.57302027	21.13924656	20.66248932	21.03263634	19.96376253	19.64973157
M194.9466T9.19	25.69387337	25.38016566	25.60577279	25.52680818	25.57531424	25.43525606	25.61053354	25.56368803	25.45727347	25.80113946	25.65772375	25.60847799	25.51784068	25.64119268	25.65218539	25.10363963	25.50634191	25.43713286	25.66873369	25.18523489	25.22614583	25.4863762	25.77468231	25.71144944	25.33677594	25.49564012	25.44786614	25.43346373
M283.1556T1.49	14.74473137	14.54386376	13.65822487	0	0	14.67628714	15.82421468	16.89174692	16.20059424	16.58425965	16.47561834	15.65275956	0	15.49779821	15.92998766	15.28862856	15.57233607	16.77055163	16.24137656	15.79892232	15.92989754	13.69683716	15.06385301	16.4430345	15.87604612	15.69381362	16.80045632	13.91189003
M338.1037T7.61	16.23659109	15.65183008	16.82690718	14.39882718	15.20710777	15.4437384	16.36658279	16.18274796	16.24755745	16.16044069	16.84782812	16.17625751	16.23787169	15.78053592	16.71405229	14.84976524	16.20794298	17.37301465	17.34174206	16.57369659	16.49315744	16.06672914	16.55175932	17.29410377	16.75970747	15.88028184	16.79573783	15.75089694
M751.3497T4.57	14.37537277	14.20918223	15.03416919	15.17297318	15.04414947	15.07980934	15.22516412	15.68301926	14.78380909	14.06607237	14.82378369	14.54356596	15.04801084	15.01814366	15.85967212	13.37331107	14.31236042	14.61360187	13.09378496	0	13.14498383	15.0501169	14.56125333	13.81965222	13.96383352	14.71940166	14.22806333	14.80566277
M145.0255T2.56	16.27907144	16.80924148	16.72268972	15.58402069	16.43269939	16.75299208	15.92372417	16.88636628	15.70225006	14.92971604	16.31060596	16.25216253	15.86194929	16.03274215	16.88632773	17.30243573	17.66011887	17.32086179	16.42150377	16.03405487	15.80907048	16.45274944	16.74953008	15.85959832	15.20584308	18.79059543	15.39339891	17.56391477
M256.0925T2.63	16.74858204	16.00887567	16.21752288	16.90184856	16.83269226	16.29083694	16.47759544	16.83285047	16.06497743	15.9873866	16.39744251	16.01171821	11.31954681	15.97593437	15.7996808	14.85900134	15.57420767	15.08270417	11.71352657	15.72539022	15.36238393	15.61543998	15.18837712	15.25714619	15.57570498	15.48421084	15.65187548	15.98279866
M886.391T4.91	15.10581318	15.46626354	15.7595426	16.60366633	16.0645628	15.81465731	16.58469699	16.37746474	15.20708908	15.72368094	15.29177901	15.32411127	16.35567319	15.7307949	16.99716294	16.02714489	16.5491597	17.09611288	16.41385945	15.33150971	16.24713202	17.90194105	14.99478653	15.69073436	16.76439865	16.46023222	15.93472335	17.18211012
M144.0303T4.93	19.48094081	19.02435877	19.89439622	19.50205662	19.56019305	19.01802528	19.639468	20.66721584	19.54058734	19.70197607	19.45612172	19.23439896	19.61392067	19.36010834	19.70869498	18.80712578	19.52135002	19.71902089	18.78145773	19.41665961	19.55335766	19.40485407	19.22721738	19.55788215	19.38341235	19.57080756	19.31567187	19.11140866
M118.0148T6.99	20.83172974	20.55898701	20.90045479	20.52112321	21.03231842	20.64271141	21.23952088	21.09414935	19.22181276	19.8040241	19.78577652	19.9704323	19.96250582	20.25235943	19.90325855	20.72373416	20.95632672	20.97126378	20.43152992	20.98849845	20.17434937	20.64371478	21.18979748	20.24429401	20.82735575	20.61324295	21.16712817	20.14306056
M288.1205T8.07	21.07022513	21.40425129	19.50649975	20.99673	20.43245422	21.41266597	20.66760535	19.73796093	20.34220383	21.87582695	20.3866235	20.47078397	21.21103452	21.67772609	20.42201445	20.79445156	20.21504947	19.2658746	20.81673291	20.21685122	20.37586034	23.70338719	21.64300092	20.59424714	23.05991229	21.56686327	23.29086384	23.28769266
M368.1202T8.27	18.23141058	17.99240953	18.15139318	17.55911041	18.06479486	17.57434813	17.88411088	18.19971499	17.66175236	17.63580384	17.64193602	17.78572576	18.01818061	17.68174284	17.79257299	17.21031177	17.71317303	17.69361287	17.34527789	17.67144224	17.7657335	17.49458374	18.18924304	17.66374641	17.77327188	17.84848846	17.92753551	17.42411953
M326.0746T10.22	20.85586764	19.7535992	21.02587154	19.57514349	20.07790316	20.81327312	20.41578405	20.93290172	20.70158736	20.15011666	20.14761734	20.01167361	20.5067802	17.50939848	21.15872863	18.88962517	19.86434411	20.03425895	20.6463126	19.56862417	20.15995385	19.69748889	19.70186787	20.41546223	19.98158958	19.74941822	15.77822013	19.70420508
M139.0402T2.47	13.61188731	13.95672796	13.58084275	13.91034831	13.88831414	13.84328718	10.05011699	0	14.57895925	11.62802957	14.69941766	13.48656016	14.06892389	14.2648695	15.37015051	14.40139384	13.79428004	14.82363504	15.32575337	14.72658799	14.38239126	15.00464923	13.30818815	14.62418357	14.85687539	14.46704662	14.36661274	14.00276728
M516.1574T8.67	15.49066445	15.55434153	14.95215608	14.53043377	15.35591024	15.27555129	15.38404677	14.99044616	16.81941822	17.48393069	16.95896951	16.90718643	15.2642091	15.95769745	16.00481737	14.12506147	14.461943	14.81502848	15.67528695	15.43712557	15.37619493	15.45673493	15.10047016	17.13533955	16.3554798	15.19992841	16.78165043	14.46588521
M319.0374T9.06	16.40113068	15.63518302	16.56240149	13.17633477	15.28878787	15.75968849	15.63796039	16.55773756	15.38861335	16.69788793	15.45241822	15.43927964	16.49577385	16.69967005	15.63555829	15.49772088	15.04286745	17.70143372	15.34707285	14.64830646	14.62525279	14.04925127	17.37561984	16.11116094	12.94720589	14.16773958	13.31788175	14.25053085
M135T7_L.Threonic.acid	26.71017544	26.52339614	26.8939106	26.54874567	26.81009889	26.54419679	27.00184389	27.0606658	27.05086277	27.50905469	27.13989954	26.75386941	26.83269184	27.03369271	27.07936654	26.19708365	26.70949192	26.91662788	27.23109612	26.74073656	26.75754884	26.52290649	26.82552036	27.277304	26.62080762	26.72282168	26.81424762	26.52170868
M234.0621T7.34	18.44500999	17.84986564	18.08927046	16.75821801	17.97888527	16.25325824	18.14134531	18.20411211	16.44956395	16.57772518	16.99119076	17.45105572	17.27174569	17.5825169	16.30326436	16.17969162	17.41389894	16.87158403	16.52054011	17.16242378	16.75495664	16.22372854	18.24018853	16.08269897	17.37158524	17.20511836	16.50833595	16.89670136
M130.0001T10.55	15.44769468	14.48557536	16.8928065	15.67964494	16.32092835	15.40742361	16.24104307	18.09315899	15.84942874	16.0898013	14.00777782	8.726130111	16.61642523	15.29613965	16.12721624	15.66544941	16.3926516	16.92909568	0	15.32880966	11.03443724	15.90892586	0	16.01493114	14.62400481	15.65085702	12.53511858	13.2298045
M829.2171T9.04	12.86897299	14.58839374	13.68887643	11.81878706	10.06971962	11.75942884	13.71196374	13.29869268	15.13165684	15.01633561	13.99013943	13.48758885	14.62324709	14.79327308	15.21485487	14.58212198	14.24936164	14.34795349	15.01939396	15.15718625	14.6916721	13.35345425	13.98644471	15.35934086	13.97949933	14.95479246	13.62588917	13.67295233
M87.0201T2.7	18.53498226	18.43302233	18.71497315	18.4518955	18.33450823	18.23354239	19.32243719	18.60486766	18.59539723	18.94884694	18.41926816	18.59829208	18.68714993	18.88482603	19.02741857	17.64768538	18.47633149	18.55575759	19.14503273	18.70856345	18.78724864	17.78708718	18.5516631	19.05919426	17.63315447	18.75375551	18.26893767	18.01700494
M201T1.1_Dimethyl.suberate	15.69513856	15.71995266	15.59524058	16.050839	15.78995972	15.87014049	16.04382426	16.66575228	16.69870331	17.41192387	16.88739199	15.37374132	15.75854413	16.48303131	16.43654401	16.08302717	16.12290199	17.48338439	17.34947994	16.0175342	16.94641287	16.75530098	16.18681065	16.91708182	16.24176572	16.30211499	16.70130511	15.70664224
M253.0391T10.38	16.18994634	15.15853908	15.22170379	15.01146139	15.4494337	15.294643	15.13042336	14.85421632	15.39361201	16.89511845	15.44966647	15.39087629	15.27202538	15.68248963	14.88551431	15.54979429	15.41671277	16.03605789	15.87691018	15.76620459	14.95577884	15.69262722	15.92554934	15.4350943	15.94328174	15.65243972	16.36582296	15.90037485
M250.0256T7.49	21.21551049	20.53630129	21.12621103	21.04328033	20.88329511	20.73639202	21.25085758	20.67330304	20.69967072	21.09739563	21.10296693	21.1320384	20.46814174	20.52993949	21.07042497	20.96252962	21.43001451	21.42212073	21.35272453	21.20470844	20.92940796	21.05515531	21.42408118	21.26980014	20.75404176	21.03623131	20.52995474	21.02683139
M565.2267T5.27	16.56913275	16.24494316	17.85595552	17.6554259	17.21034126	17.37803232	17.41788547	17.76000453	16.31804051	18.47030974	16.44400398	16.00433328	17.25217108	17.23386305	17.82886972	15.72111014	16.56302954	16.8538797	17.65050766	15.38741492	16.27766771	18.37500548	15.08482458	17.11824761	16.70628286	16.5724397	16.26005397	17.59205111
M667.1904T6.21	14.00190162	15.42067115	14.43965495	14.09802715	13.76139021	14.49769968	14.5533599	0	15.04591278	14.8552734	14.77648907	15.12164724	16.09552745	15.23522145	16.14778585	15.99603494	15.19649609	14.78006604	16.57982636	16.58568217	15.92802558	15.54252741	14.7424805	15.99457553	15.98422907	15.74145672	15.92168476	15.21053704
M383.0451T2.69	11.90086266	11.57032631	13.6407375	7.947189816	8.657276285	12.60482585	12.03362329	14.96163508	10.72313786	12.68334622	11.87250906	8.358889836	12.70944789	11.85463467	12.77509541	12.86625138	12.91328363	8.991640035	9.109773468	11.56404085	11.67198946	11.54739102	11.95777062	14.44849061	10.14017153	0	8.791740502	0
M848.2432T9.62	15.9224455	15.71528181	16.16528997	16.17210145	15.75116404	15.60628895	17.24443631	16.92582677	16.72074793	16.39706274	15.81292208	16.42509229	15.70881608	15.88691566	16.56080062	14.70684294	16.18047137	16.31713717	14.67454981	14.77162461	14.44755983	16.71324017	16.1908764	16.0338226	16.9124017	15.63893164	17.01117046	15.38854979
M230.9525T5.83	19.99921279	19.74726252	19.69128978	19.78713177	19.85175331	19.84559005	20.09777368	20.05263173	20.06627843	19.5166484	20.06201187	19.84432572	19.76309304	19.8261641	19.51106503	20.14913805	20.07135892	19.81010465	19.78635419	20.12732813	19.96986146	20.14402336	19.95278674	19.870051	20.0306375	19.96698978	19.72332947	20.12285453
M269.2491T1.3	20.01907622	20.2545408	20.63412594	20.04772702	20.21520711	19.95470041	20.24963778	19.97168387	20.73807659	20.71791986	20.27698993	20.16174452	20.37524205	20.51877128	20.47165736	19.27771942	20.19046493	20.11626273	20.0453264	19.76201132	20.00791559	20.84861454	19.89192488	20.09820818	20.33081296	20.31687701	20.56507697	19.65130173
M254.0804T3.46	18.73179399	18.5816846	18.68672176	18.4982945	18.79263717	18.53937089	18.98992912	19.15839051	18.80539562	17.77408245	17.92741224	19.42675962	18.52421495	18.5017851	18.03493434	16.70333721	17.62006873	17.44569305	0	17.90741237	17.73471822	17.62787582	18.16248083	17.0183469	18.24671555	17.84870912	18.31797915	17.89581193
M202.0358T8.64	12.79807725	12.31879162	12.87254638	13.56407445	10.65259853	13.46763484	15.22598349	15.43484321	14.60624152	15.42287192	15.44186716	14.6660653	0	13.13313723	14.46988534	12.84347514	13.83871152	15.43220879	15.46963641	14.86541335	14.92431937	14.39786913	14.46420431	14.66935901	16.33757922	13.88063196	16.68243915	14.25961602
M190.0512T3.29	16.57948477	15.95700361	16.34501569	15.79358985	16.57092063	16.25346195	16.38834192	17.60004719	16.15620714	15.11962569	16.26862752	15.91766251	15.88338073	15.74469301	14.84212048	15.50041898	16.13149166	10.96458057	13.71112059	15.48990721	15.52969073	15.67245849	17.11311134	14.56359551	16.39222266	16.14243697	15.93373399	16.08569278
M397.129T3.44	14.46809961	14.77507884	14.64614465	16.1520281	15.11450734	15.86432836	15.33226457	14.44628143	15.80078997	16.82543958	17.08566955	15.03322811	12.65695572	16.78320289	15.24282763	13.85769433	15.03589664	15.28425226	14.69428116	12.19989683	14.09399601	15.98306574	15.01122813	14.47092764	14.6946615	14.61590374	15.58301634	15.14392125
M220.1191T4.06	18.19581385	18.61557899	19.06115388	17.73720773	18.0465368	17.44564456	18.49094761	18.76877845	18.94940755	19.72431133	18.61162282	18.64330521	18.60274344	18.90572692	18.53687135	16.59441981	18.46803293	18.13421723	19.67046867	17.28310464	18.72509228	17.84173202	18.79535386	19.45490369	17.7648243	17.38499702	18.24672761	17.78083513
M389.255T1.37	20.63655117	20.25463767	20.42832541	19.71593385	20.23228741	19.87242494	20.0708966	20.83730224	20.73973035	19.52523805	20.08391296	20.39413608	20.32797141	19.8728247	20.41969483	19.79034579	19.92746954	21.09603049	19.89268214	20.10240378	19.91872453	19.45817489	19.76339945	20.67252462	19.7280625	20.24048274	19.33044141	19.57388346
M491.1282T2.29	14.70331476	14.46067474	14.75262839	17.19411622	16.07075303	13.4791449	12.2350437	8.579729639	12.48050699	13.80469976	13.40344349	13.76030828	15.64750677	14.11643656	12.22112337	14.84959276	13.73418354	14.06118553	8.811934001	10.44709046	12.87271066	12.46613077	14.78251453	0	12.31866905	12.46184749	13.10461022	14.4331029
M909.1641T6.74	16.2928955	16.41547028	16.61284115	16.73619843	16.18429812	16.76066668	16.62747974	16.7591769	16.66402916	16.67201367	16.89568651	16.68253654	16.2390995	16.6104943	16.91258531	15.96555862	17.16447291	17.27499413	16.9954271	16.85650456	16.5650866	16.83858227	16.77039677	17.0820461	16.50390802	16.87874545	16.82161456	16.7591704
M391.5718T6.73	18.71984267	19.12499541	18.92943816	18.7630778	18.43289866	18.73498575	18.79129932	18.66949583	18.7609171	18.60653281	18.9071923	18.85476462	18.97181211	19.06053208	18.85286657	18.47901248	19.23381438	18.94384116	19.02286598	19.10882177	18.83517609	19.05574369	18.83667266	18.76817205	19.07257516	18.98329036	19.24530131	18.9060597
M168.0431T8.16	17.00811015	16.94068409	17.65175386	18.64166548	17.83938281	17.08597135	17.865369	17.56369232	16.88768233	16.67445574	16.80799507	17.12595724	17.02901972	16.48444043	16.95163647	17.24192265	17.49021081	17.44820747	16.84321076	17.00840783	17.35572274	17.63614099	13.58898277	17.30859767	11.49352625	17.34795349	0	14.47554599
M207.0123T1.56	17.32080319	16.70618976	16.07528986	16.93759911	15.7215302	16.21661041	14.64506901	15.67421296	16.78189499	17.28226133	17.83784964	16.02072065	15.86485645	15.61085183	17.19467415	16.5196619	16.28183171	16.52830682	17.36340929	16.25116246	16.9892071	17.86019343	16.9280707	18.2424917	17.44135804	17.32900268	17.20352007	15.27367979
M432.1627T7.81	17.6869368	17.60237701	18.24866838	15.68938462	17.21375071	17.09569989	17.44769429	17.55422759	17.22614874	17.27074336	17.61544788	17.21568751	18.00466762	16.83437105	17.31769083	15.84448511	17.01869463	17.57344157	17.26355989	17.50442953	16.5967925	16.44742842	17.74448371	16.20039405	16.77457089	17.48891415	17.29786471	16.73514743
M227.5881T1.31	16.88930907	15.94177299	17.04908383	17.12893277	17.37189488	17.18208684	17.0341219	17.01237793	17.33439725	17.54276588	17.00305228	17.69347675	16.82400529	17.11348987	17.31207373	16.26802363	16.78875401	16.37993301	16.5998116	16.95241821	16.90910671	17.4057506	16.89029278	17.30605101	16.7965644	16.94879154	16.90719582	17.07032433
M235.0825T4.4	9.197906417	0	0	0	0	0	10.92864125	0	0	0	9.266768507	0	0	0	0	9.984197694	0	9.818696247	0	0	0	9.133260655	21.42418782	0	9.005728678	0	0	9.729871197
M782.8084T9.19	15.71613085	15.45622734	16.02756761	15.64740024	15.27204762	15.58661787	15.96269158	15.60030902	15.29070791	15.62702995	15.61505972	15.52966267	15.72154515	15.74266943	15.91269804	14.48625305	15.47243637	15.35434237	15.12393668	15.03558053	15.60654864	15.08585043	15.84147147	15.84163609	15.39629739	16.06701119	15.70214184	15.48614524
M500.2788T1.32	21.35092839	21.67269811	21.56016908	20.76882884	21.33237643	21.15995569	21.43275189	21.16490754	21.73487456	21.54251189	21.05125143	21.6825836	21.7874395	21.40603732	21.91198768	21.07969636	21.37907583	20.98792388	21.23281262	21.54971136	21.55495695	20.66585808	21.55351915	21.65717276	21.04151545	21.56854485	20.97695282	20.67691692
